表 4 按所有工作時數[1]、年齡組別及性別劃分的就業人數,,,,,,,,,,,,,,,,,,
"Table 4 Employed persons by hours of work[1] of all employment, age group and sex",,,,,,,,,,,,,,,,,,
工作時數 Hours of work,年齡組別 Age group,性別,Sex,2001,2006,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
,,,,千人 Thousands,千人 Thousands,千人 Thousands,千人 Thousands,千人 Thousands,千人 Thousands,千人 Thousands,千人 Thousands,千人 Thousands,千人 Thousands,千人 Thousands,千人 Thousands,千人 Thousands,千人 Thousands,千人 Thousands
30 - 39,40 - 49,女,F,43.8,60.1,65.6,59.6,66.5,63.9,60.9,63.4,59.9,57.4,57,48.9,47.7,52.6,55.4
30 - 39,40 - 49,男,M,54.3,56.5,52.8,50.6,56.6,56.2,50.1,53.6,52.4,51.3,46.4,42.8,36.7,46.3,49.8
30 - 39,50 - 59,女,F,14.9,24.2,41,40.7,49.2,52.3,49.1,58,56.2,56.7,52.5,48.4,49,52.7,54.5
30 - 39,50 - 59,男,M,26,34.1,51.5,52.1,56.2,59.9,59.7,59.4,59.6,56.4,51.2,45.7,39.9,49.8,47.2
30 - 39,≧60,女,F,2.6,2.8,6.4,6.9,9.2,11.3,11.2,12.8,15.8,16.5,18.2,18.6,19.3,22.5,25.8
30 - 39,≧60,男,M,8.8,9.7,16.1,17.5,20.5,23,22.5,28.5,29.3,31.7,31.2,32,32.6,38.4,40.9
30 - 39,小計 Sub-total,女,F,182.1,179,216.1,195.4,230.4,234.7,215.1,243.4,232.2,232.5,225.2,196.2,186,211.2,225.4
30 - 39,小計 Sub-total,男,M,186.3,174.2,204.1,197.9,222.1,229.5,216.4,235.6,229.8,226.7,215.9,193.2,173.1,212.9,223.4
40 - 49,15 - 19,女,F,10.2,7.1,3.8,4.2,4.9,3.9,3.4,2.2,2.1,1.6,1.7,0.8,0.8,0.9,1.5
40 - 49,15 - 19,男,M,13.9,8.2,5.4,5.3,5.4,4.8,4.8,4.5,2.7,2.3,2.9,1.6,1.2,1.6,1.4
40 - 49,20 - 29,女,F,186.9,160.2,163.4,167.6,167.1,165.4,173.4,166.6,162.4,159,162.3,154.8,152,136.2,134.6
40 - 49,20 - 29,男,M,193.4,156.7,159.3,161.8,163.8,156.7,167,161.5,160.4,158.9,149.7,141.9,142.4,129.3,130.5
40 - 49,30 - 39,女,F,215.2,195.2,193.9,206.6,210,213.7,225.6,220.7,219.9,230.8,236.6,240.2,247.4,229.4,227.7
40 - 49,30 - 39,男,M,259.3,203.4,209.4,221.1,224.2,216.8,229.7,225.1,225.6,226,223.7,223.1,226.8,221.9,228.4
40 - 49,40 - 49,女,F,153.2,175.9,197.6,201.7,205.8,207.7,213.6,207,205.8,216.5,217,222.2,230.4,224.2,227.3
40 - 49,40 - 49,男,M,252.8,242.1,232.6,234.3,232.7,224.1,228.5,225.6,221.9,221.1,211.6,216.4,222,216.4,223.9
40 - 49,50 - 59,女,F,58.8,85.6,126.5,140.7,151.5,157.1,167.1,167.9,168.8,183.5,185.2,188.5,201.1,197.8,197.8
40 - 49,50 - 59,男,M,126.2,151.7,207.1,215.2,235.7,228.7,241.7,236.2,229.8,230.8,213.1,199.2,210.5,201,204.6
40 - 49,≧60,女,F,6.1,8.1,19.7,23.4,26.2,28.8,33.3,37.5,43.6,53.2,56.5,59,69,70.6,78.7
40 - 49,≧60,男,M,33.3,32.9,55.3,62.1,72.8,75.1,84.2,91,94,108.3,107.8,110.2,121.1,127.3,130.1
40 - 49,小計 Sub-total,女,F,630.5,631.9,704.7,744.2,765.5,776.7,816.4,802,802.6,844.5,859.4,865.6,900.7,859,867.6
40 - 49,小計 Sub-total,男,M,878.9,795,869.1,899.8,934.6,906.1,955.9,944,934.4,947.5,908.9,892.4,924.1,897.5,919
50 - 59,15 - 19,女,F,4.1,3.4,2.4,2.4,1.5,1.7,1.1,0.8,1,0.4,0.8,0.4,0.3,‡,0.3
50 - 59,15 - 19,男,M,5,3.5,2.7,2.7,1.9,1.7,1.6,2,1.3,0.9,1,0.7,0.8,1,0.7
50 - 59,20 - 29,女,F,44.6,65.5,64.8,64,58.8,53.7,51.8,50.9,47.9,45.9,45.2,31.9,34.8,27.5,29.1
50 - 59,20 - 29,男,M,54.4,64.4,60.4,57.7,54.7,52.3,51,48.4,46,46.1,45.3,35.3,36.2,30.8,29.1
50 - 59,30 - 39,女,F,56.7,72,77.6,79.9,78.6,77.7,75.7,75.5,81.6,77.3,76.9,60.4,62.2,57.6,56.3
50 - 59,30 - 39,男,M,92,90.4,86,78.3,75.1,76.7,72.3,73.1,69.2,71.5,73.8,62.8,68.3,59.2,60.5
50 - 59,40 - 49,女,F,42.7,64.4,71.3,72.1,69.4,65.4,64.5,64.5,67.8,69.4,73.1,62.6,67.6,65.3,69.2
50 - 59,40 - 49,男,M,92.5,100.3,94.9,89.1,82.2,75.3,75.7,72.5,67.8,74.5,76.4,62,72,65.9,67.3
50 - 59,50 - 59,女,F,17.1,29.6,40.6,45.2,45.2,45.1,48.7,49.5,49.1,51.7,56,51.3,53.6,51.4,52.8
50 - 59,50 - 59,男,M,45.3,59.7,78.9,78.7,77.4,77.4,77.5,77.4,74.9,77.4,76.7,64.6,67,61.5,61.9
50 - 59,≧60,女,F,2.5,2.4,7.6,7.7,8.7,9.3,9.7,11,12.5,14.5,18.4,15.5,17.9,19.1,19.3
50 - 59,≧60,男,M,12,13,20.7,25.3,23.5,25.3,25.7,28.8,28.5,32.7,38.2,34.4,37.5,37.6,38.9
50 - 59,小計 Sub-total,女,F,167.7,237.3,264.4,271.2,262.2,252.9,251.5,252.3,259.8,259.2,270.4,222,236.5,221.1,227.1
50 - 59,小計 Sub-total,男,M,301.2,331.4,343.6,331.8,314.8,308.7,303.9,302.2,287.7,302.9,311.3,259.7,281.8,255.9,258.4
≧60,15 - 19,女,F,5.4,3.9,2,1.7,1,0.6,0.8,1,0.5,‡,‡,‡,‡,‡,‡
≧60,15 - 19,男,M,4.2,4.5,2.5,2.5,1.7,1.4,1.3,1.3,1.3,1,0.6,0.3,‡,‡,0.3
≧60,20 - 29,女,F,89.7,101.4,86.6,82.3,73.1,61.6,58.5,55.2,51.3,52.2,47.9,39.3,35.2,29.2,25
≧60,20 - 29,男,M,44.9,57.6,44.2,38.2,36.7,37.1,33.2,31.4,28.7,30.9,29.5,22.5,24,18.9,17.4
≧60,30 - 39,女,F,103,105.9,120.3,117.5,118.1,119.3,118.1,122.4,121.3,123.5,114.5,107.9,103.1,94.3,98.4
≧60,30 - 39,男,M,86.1,80.3,62.1,55.7,55.1,53.2,52.4,52.3,50.9,56.8,56.9,45.8,47.7,42.8,40.7
≧60,40 - 49,女,F,65.7,79.1,78.4,74.8,75.5,72.2,73.8,77.9,85.6,87.9,88.1,86.9,97,93.4,95.4
≧60,40 - 49,男,M,108.8,123.2,79.2,70.9,68.6,61.7,58.5,54.9,56.8,60.4,62.9,52.8,54.7,50.5,48.7
≧60,50 - 59,女,F,24.6,37.4,40.3,38.6,43,41.2,43.1,45.8,45,46.5,50.3,43.4,49.3,49.5,53
≧60,50 - 59,男,M,68.9,92.5,86.2,84.5,86,82.7,80,76.5,71.9,70.8,71.5,57.4,55.3,51.7,52.3
≧60,≧60,女,F,4.3,5.2,8,8.1,8.4,9.5,10.7,11.1,13.2,15.7,16,14.4,16,16.3,17.9
≧60,≧60,男,M,29.7,24.3,32.4,31.6,33.6,31.8,33.3,36.4,39.1,43.2,47.4,40.9,41.2,40.7,43.4
≧60,小計 Sub-total,女,F,292.7,332.9,335.6,322.9,319.1,304.5,304.8,313.5,316.9,326,317.1,292,300.7,282.8,289.9
≧60,小計 Sub-total,男,M,342.6,382.5,306.5,283.4,281.8,267.8,258.6,252.9,248.7,263.1,268.8,219.8,223.1,204.8,202.8
總計 Total,15 - 19,女,F,26.2,22.8,16.3,17.4,20.1,20.7,19.6,17.8,15.9,15.5,14.7,8.1,8.9,8.6,9.8
總計 Total,15 - 19,男,M,29,23.9,17.5,18.8,18.8,19.1,18.3,19.2,13.9,13.9,14.2,7.7,7.1,7.9,9.8
總計 Total,20 - 29,女,F,401.6,399.5,391.7,390.6,384.8,371.9,369,366.5,356.6,346.8,339,304.4,286.6,261.1,261.6
總計 Total,20 - 29,男,M,358.3,340.2,325.3,326.2,323.7,322.7,325.4,319.6,316.8,313.8,298.4,267.7,260.4,243.6,243.5
總計 Total,30 - 39,女,F,481.9,468.1,489.5,504.7,513.2,521.2,521,524.3,535.7,541.3,540.2,517.7,499.6,475.9,482.9
總計 Total,30 - 39,男,M,526.6,445.8,427,432.1,432.7,430,430.7,429.7,432.6,436.2,437.1,422.5,415.8,405.1,415
總計 Total,40 - 49,女,F,346.5,438,466.9,471.7,476.9,473.1,474.4,471,484.1,493.3,496,487.8,494.9,488.6,505
總計 Total,40 - 49,男,M,548.7,565.1,493.6,484.7,469.7,455.1,445.8,435.3,438.6,438.4,434.5,421.2,420,417,428.5
總計 Total,50 - 59,女,F,132.1,208,293.6,316.2,342.7,358.2,372.8,385.1,391,403.7,412.8,403.5,411.4,413.8,421.4
總計 Total,50 - 59,男,M,289,371.6,459.4,473.9,495.8,502.4,505.9,495.8,491.6,483.4,461,426.4,420.1,411.7,414.5
總計 Total,≧60,女,F,19.1,24,53.2,60.9,68.8,79.7,88.6,100.3,118.6,133.3,149,149.3,163.7,175.6,194.3
總計 Total,≧60,男,M,94.1,93.7,142.4,160.9,176.8,189.5,202.3,222.5,237,265.2,274.5,274.5,281.6,304.2,323.3
總計 Total,小計 Sub-total,女,F,1407.3,1560.4,1711.2,1761.4,1806.5,1824.8,1845.3,1865,1902,1933.8,1951.7,1870.8,1865.1,1823.7,1874.9
總計 Total,小計 Sub-total,男,M,1845.7,1840.4,1865.2,1896.6,1917.6,1918.7,1928.5,1922.1,1930.5,1950.8,1919.7,1820.1,1805.1,1789.5,1834.7
總計 Total,總計 Total,總計,Total,3252.9,3400.8,3576.4,3658,3724,3743.5,3773.8,3787.1,3832.4,3884.6,3871.4,3690.9,3670.2,3613.2,3709.6
註釋：  ,[1] 指在統計前7天內所有工作的工作時數。,,,,,,,,,,,,,,,,,
,‡ 由於抽樣誤差相對較大，數字不予公布。,,,,,,,,,,,,,,,,,
Notes:,[1] Referring to hours of work of all employment during the 7 days before enumeration.,,,,,,,,,,,,,,,,,
,‡ Figures are not released due to relatively large sampling error.,,,,,,,,,,,,,,,,,
資料來源：,政府統計處綜合住戶統計調查組（三）（查詢電話： 2887 5508； 查詢電郵： ghs@censtatd.gov.hk）,,,,,,,,,,,,,,,,,
Source: ,"General Household Survey Section (3), Census and Statistics Department ",,,,,,,,,,,,,,,,,
,(Enquiry telephone no.: 2887 5508; Enquiry e-mail: ghs@censtatd.gov.hk),,,,,,,,,,,,,,,,,
